symbol,timeframe,tf_rule,sharpe,sortino,total_return_pct,max_drawdown_pct,alpha_pct,beta,win_rate,opt_m_var,opt_z_thresh,opt_window
WY,1Min,1min,1.3155673792152958,0.743242205337021,6.672628674150127,-2.900950961135824,6.663276828787655,-0.0030342107590003377,0.5249376558603491,0.001,2.0,20
CPRT,1Min,1min,1.3100667086619864,1.2293845516271928,9.194508244356193,-3.6514624855842794,9.572350371057711,0.1225910610799725,0.5017516543402102,0.01,2.0,20
ZBRA,5Min,5min,1.30035373099085,0.9278678991253476,10.602644499390834,-3.505637789429711,10.998191746592942,0.1283354960048989,0.4868035190615836,0.001,2.0,20
PH,1Min,1min,1.2919683310123977,1.0226131101882403,8.101350455832357,-4.823800182707611,8.306815876789702,0.06666335538149765,0.5122244488977956,0.01,2.0,20
TSN,5Min,5min,1.282573632892863,0.8540072433437701,5.930253476969427,-2.5944170771757045,5.936902899860193,0.0021574084786811503,0.5257009345794392,0.001,2.0,10
SBAC,1Min,1min,1.2784684816502572,0.7551222553524439,6.390847107171838,-2.211652219717799,6.515368616420325,0.04040106400870064,0.498005698005698,0.001,2.0,10
DECK,5Min,5min,1.2709821331007405,1.09340302848298,7.486406622511987,-5.592438207767966,7.56653342941334,0.025997181322107717,0.4883227176220807,0.001,2.0,10
LNT,1Min,1min,1.2708357819275373,1.1413541665234281,4.426120873706196,-2.295625910598625,4.455499885177229,0.009532034506463763,0.4996544574982723,0.01,1.5,10
POOL,1Min,1min,1.2689793474168292,0.8831567629902922,9.117479939413409,-5.106468772987438,9.183245589597485,0.021337697066926523,0.5203252032520326,0.01,1.0,20
MAR,1Min,1min,1.2604400180328446,1.0254333191122862,9.034130949766151,-7.59402058507407,9.204046379974017,0.05512914365818532,0.5103026400515132,0.01,1.0,20
HCA,5Min,5min,1.255968801484228,0.8059723701295229,7.574054511029016,-4.891111513463031,7.545901009275628,-0.009134417284794298,0.5165562913907285,0.001,2.0,10
WST,5Min,5min,1.2528354801590105,0.9449093290502848,6.900775139824655,-1.8030387499768814,7.1120482710024024,0.06854766977647565,0.5351351351351351,0.001,2.0,20
RCL,1Min,1min,1.2522498020361585,0.8941687868952031,14.116987586514806,-14.10803093074584,14.159424358069089,0.01376863109220617,0.5035068290882244,0.001,1.5,20
EQIX,5Min,5min,1.2500757265362732,0.8173369423355141,6.213133866073561,-2.889878700220457,6.364575144851309,0.049135196275623835,0.5034168564920274,0.001,2.0,10
LW,5Min,5min,1.2447293728376603,1.2195488231577414,10.840825280175537,-11.30062466511034,11.21791911012429,0.12234827583601522,0.48811410459587956,0.01,1.5,20
VRSN,1Min,1min,1.2444856593908191,0.9421263549518503,7.1681620381675915,-2.657154145471471,7.185809975111361,0.005725881692165508,0.512249443207127,0.01,2.0,20
EVRG,5Min,5min,1.2437192455139712,1.120504497879318,5.286331799736588,-2.5925840849126907,5.167811240399188,-0.03845405290248758,0.5039494470774092,0.01,1.5,10
GPC,5Min,5min,1.243401406729882,0.8533665053758209,7.961318549725682,-2.9442180654284678,8.220884016428615,0.0842161414361782,0.5185185185185185,0.001,1.0,20
XEL,1Min,1min,1.2413858061826153,0.8335912227366266,4.037370439879928,-2.0253363260811548,4.109235109732857,0.023316526953576108,0.4950727358047865,0.001,2.0,10
AIZ,5Min,5min,1.2396440437119842,0.7782327754781354,7.15634684086337,-2.738860630692026,7.2692763054657785,0.03664001950672767,0.49774774774774777,0.001,2.0,10
DD,5Min,5min,1.234659685097608,1.124602434473036,10.196546906806114,-7.430440372006493,10.777365518150404,0.1884468798683339,0.5034843205574913,0.01,2.0,10
SRE,1Min,1min,1.2220896361846283,0.8805644400709552,4.918995964227002,-4.312055095558099,4.9380215139215995,0.006172848816651236,0.5088137208194379,0.001,2.0,10
KEY,5Min,5min,1.2181076471015846,0.9462893647642426,8.7321571670397,-5.46390417245466,8.72220279114721,-0.0032297020814037332,0.5255354200988468,0.01,2.0,10
DRI,5Min,5min,1.2166307400401866,1.5616167217001196,7.882358401883893,-4.097988086409395,7.652162559147757,-0.07468715271000945,0.5016181229773463,0.001,1.0,10
CFG,1Min,1min,1.2139487423205695,0.8875882148783064,7.736548917899344,-4.525350744045099,7.778608489771573,0.01364624847260327,0.5164303009339329,0.001,1.0,10
APH,5Min,5min,1.2113548514157184,1.1025217325463128,14.40967695378632,-8.391270347824133,14.07474799660412,-0.108667862437224,0.5067204301075269,0.001,1.0,10
AWK,5Min,5min,1.208101351200059,1.0963076541689984,6.761291562430993,-5.594307584443721,7.014823877723048,0.08225868253774227,0.509090909090909,0.01,1.5,20
EXR,5Min,5min,1.207947578905485,1.0297911410323906,6.607871789997999,-4.066871550139042,6.7343993558274,0.041051930038364465,0.4973637961335677,0.001,1.0,20
SPG,5Min,5min,1.2077704498815418,1.5175024003327926,7.5386852489447875,-4.141694106010641,7.917538361598108,0.12291907596191837,0.49777777777777776,0.001,2.0,10
LVS,1Min,1min,1.2073915567489906,0.8546863923486268,7.8552528325650295,-6.57676031455654,7.935428154253535,0.02601292196829701,0.5059847660500544,0.01,2.0,10
ETN,5Min,5min,1.206650595224932,1.0527525430478495,9.089464142914716,-6.675624469090626,10.096829747036553,0.32684025834515057,0.4972144846796657,0.01,2.0,10
VMC,1Min,1min,1.2027365301794888,0.8947231447464608,9.264788787759448,-5.879317118911358,9.63610328373571,0.12047316812840249,0.5086848635235732,0.01,1.0,10
O,5Min,5min,1.1959863532064545,1.231691982321532,5.1023120693250545,-3.109845277499751,4.712640822483443,-0.12642902484090118,0.5107832009080591,0.01,1.5,10
DD,1Min,1min,1.1897647124701682,0.9939912060074529,9.964632393685546,-6.387230692594444,10.317010889459699,0.11432937368797697,0.5106082036775106,0.01,2.0,10
MCD,1Min,1min,1.1892852770493074,0.8289219372179675,4.64670379176626,-2.3377154134503466,4.652286583573147,0.001811339506712975,0.49343434343434345,0.001,2.0,20
ERIE,5Min,5min,1.1886760448308888,0.8827791088651766,7.535935842904307,-6.384485026461608,7.87869808862175,0.1112093766978603,0.5091743119266054,0.001,2.0,10
NI,5Min,5min,1.1865786341098108,1.0640633541558226,5.2587172145873495,-2.068287203718933,5.244124794050804,-0.004734517913387794,0.49921259842519683,0.01,1.0,20
