symbol,lookback,timeframe,m_var,z_thresh,window,total_return,buy_and_hold_return,sharpe,sortino,alpha,beta,max_drawdown,win_rate,total_trades
IR,1Month,1Min,0.001,1.0,10,0.0603056977171903,-0.1666158691455858,0.5991980516129809,0.6841532412016152,0.06033881225879964,-0.0012673436713424224,-0.09224153421366779,0.5020727040816326,3136
IR,1Month,1Min,0.001,1.0,20,0.03184346421366113,-0.1666158691455858,0.35015868122053995,0.3848745207610202,0.03178352767256259,0.0022938622234155302,-0.09546768597531483,0.5,2936
IR,1Month,1Min,0.001,1.0,30,0.04042361183295551,-0.1666158691455858,0.43035396783213953,0.46286527952893725,0.04015594931511757,0.010243850029371497,-0.09097852954662645,0.49982357092448837,2834
IR,1Month,1Min,0.001,1.5,10,0.02182394668555121,-0.1666158691455858,0.26047127452074126,0.27561188418854277,0.020976997319426136,0.03241403525281587,-0.09594219596498925,0.49733308810005517,2718
IR,1Month,1Min,0.001,1.5,20,0.0021997917937217615,-0.1666158691455858,0.07209167916202683,0.0718059876055364,0.0012372104915989808,0.03683944460984644,-0.10192743465202586,0.4933196300102775,2432
IR,1Month,1Min,0.001,1.5,30,-0.01582465716605319,-0.1666158691455858,-0.10969703901192722,-0.10561423296661897,-0.016443808193244775,0.02369584773883808,-0.11197369792817469,0.4905949256342957,2286
IR,1Month,1Min,0.001,2.0,10,0.010370794302496433,-0.1666158691455858,0.15639371065693167,0.16816470040771161,0.008877553310073203,0.05714859483371824,-0.07528204126966913,0.49275675675675673,2312
IR,1Month,1Min,0.001,2.0,20,0.034941522528553204,-0.1666158691455858,0.44316399268107315,0.4337642479641892,0.034042440876511655,0.034409216808045893,-0.07621302995008306,0.49619289340101524,1970
IR,1Month,1Min,0.001,2.0,30,-0.0001397103852277537,-0.1666158691455858,0.042099430260292774,0.034650984515758605,-0.0012844267723226162,0.043810030221203805,-0.08637360494677851,0.490438364224772,1699
IR,1Month,1Min,0.01,1.0,10,0.013028681351726856,-0.1666158691455858,0.17483857543406112,0.20438247419198505,0.01099441511423871,0.07785445054080878,-0.10557224208787105,0.499370012599748,3571
IR,1Month,1Min,0.01,1.0,20,0.017634737582265858,-0.1666158691455858,0.21850649873073502,0.24949348768578683,0.015782784774182573,0.07087703941784172,-0.10501818897097139,0.5011597564511453,3449
IR,1Month,1Min,0.01,1.0,30,0.04757660009766074,-0.1666158691455858,0.4814429314119318,0.563074318535815,0.045235029560688346,0.0896154516056034,-0.08744124910178462,0.500749850029994,3334
IR,1Month,1Min,0.01,1.5,10,0.04186780881374563,-0.1666158691455858,0.4312716012682498,0.504703089608166,0.03985160574486562,0.07716314571497206,-0.08693612420503924,0.4993981342160698,3323
IR,1Month,1Min,0.01,1.5,20,0.03695235404971675,-0.1666158691455858,0.410263364497681,0.4515171506104605,0.03481337169051443,0.08186209514925868,-0.07714867296476863,0.4997558196321016,3071
IR,1Month,1Min,0.01,1.5,30,0.03147219158851322,-0.1666158691455858,0.3599057470631829,0.38205447725976727,0.029215259345810464,0.0863762158685889,-0.08443817167620667,0.5,2868
