symbol,lookback,timeframe,m_var,z_thresh,window,total_return,buy_and_hold_return,sharpe,sortino,alpha,beta,max_drawdown,win_rate,total_trades
INVH,1Month,1Min,0.001,1.0,10,0.18309810188863507,-0.08117062396466035,2.1677711890769453,2.414974968359593,0.18235090838572854,0.02216628091918498,-0.0330025209137179,0.5110681658468025,2846
INVH,1Month,1Min,0.001,1.0,20,0.14875430029197734,-0.08117062396466035,1.8266751318092667,1.9807140920440929,0.1476605919629875,0.03244600758670343,-0.030783938974635525,0.5080645161290323,2666
INVH,1Month,1Min,0.001,1.0,30,0.15192666161964263,-0.08117062396466035,1.8607520051891993,1.9154729606960659,0.15095667424947729,0.028775695253650715,-0.027347093181717474,0.508998435054773,2556
INVH,1Month,1Min,0.001,1.5,10,0.12601195337890791,-0.08117062396466035,1.593387263676184,1.6760475796066787,0.12538568474343634,0.01857891757722386,-0.03671000017728661,0.5076767676767677,2475
INVH,1Month,1Min,0.001,1.5,20,0.1384900215048983,-0.08117062396466035,1.835252377649067,1.947806720946556,0.13791069946249057,0.017186197530805036,-0.028617945742843952,0.5060022650056625,2207
INVH,1Month,1Min,0.001,1.5,30,0.13870855495800027,-0.08117062396466035,1.8992297174440937,1.912428816141547,0.13767174782045616,0.03075797391227295,-0.028170580637375073,0.5056987115956393,2018
INVH,1Month,1Min,0.001,2.0,10,0.1993463214771214,-0.08117062396466035,2.5334969535609613,2.8775075023558987,0.19865546777461945,0.020494901500277867,-0.029789075984630792,0.5079325731284086,2017
INVH,1Month,1Min,0.001,2.0,20,0.181072694773458,-0.08117062396466035,2.3299835432675664,2.4177967483887484,0.1797277525573177,0.03989912501523178,-0.026856454119472226,0.5020149683362118,1737
INVH,1Month,1Min,0.001,2.0,30,0.19262788826791177,-0.08117062396466035,2.5481926403871182,2.398160898875285,0.19081245840265018,0.05385663583252554,-0.02489866821077002,0.5083022704168079,1475
INVH,1Month,1Min,0.01,1.0,10,0.16167521827439524,-0.08117062396466035,1.8376830383152918,2.37870523111302,0.16107780086085216,0.017723015742369792,-0.05083164523120352,0.5035327366933584,3184
INVH,1Month,1Min,0.01,1.0,20,0.14803880695242078,-0.08117062396466035,1.7125976123982043,2.160542742529335,0.1473028461436778,0.021833051235923405,-0.05487642045489157,0.5018062397372742,3045
INVH,1Month,1Min,0.01,1.0,30,0.16193590460092033,-0.08117062396466035,1.8719495495721485,2.334822793064594,0.16124650279656783,0.020451829415040024,-0.051822928050075046,0.5048755884330868,2974
INVH,1Month,1Min,0.01,1.5,10,0.15982056863420313,-0.08117062396466035,1.7866469341335738,2.3403867508038396,0.1584336168109015,0.041145384183734444,-0.04620920734926788,0.5035593220338983,2950
INVH,1Month,1Min,0.01,1.5,20,0.16749217485317947,-0.08117062396466035,1.8905133966302354,2.3849770022616,0.1662649680409996,0.03640638046088392,-0.045086210241315254,0.5022698383875068,2753
INVH,1Month,1Min,0.01,1.5,30,0.15523523401602435,-0.08117062396466035,1.7774543235261908,2.1747692881447893,0.1540463906793003,0.035268287623243855,-0.040921604810415804,0.504,2625
INVH,1Month,1Min,0.01,2.0,10,0.1463646516745296,-0.08117062396466035,1.714098480835702,2.1684104164843716,0.14534019559839073,0.030391566688851127,-0.03964661060664146,0.5014809329877823,2701
INVH,1Month,1Min,0.01,2.0,20,0.14705296334327556,-0.08117062396466035,1.7668464905356633,2.123288445209182,0.14572346145564138,0.03944107143497469,-0.041616292227205844,0.5014444903012794,2423
INVH,1Month,1Min,0.01,2.0,30,0.15437470347968585,-0.08117062396466035,1.8895351219499152,2.219192619149327,0.15306797661711702,0.038765426369036675,-0.04823876097758246,0.5043988269794721,2216
INVH,1Month,1Min,0.1,1.0,10,0.12929011597405804,-0.08117062396466035,1.3879460280098954,1.9490081584892283,0.1276730981547334,0.047970533864453685,-0.047710217360385096,0.49624281715043467,3393
INVH,1Month,1Min,0.1,1.0,20,0.14683475527486678,-0.08117062396466035,1.5656270440063556,2.1695338754760556,0.14533935996380648,0.04436247427373654,-0.046578821779987026,0.49697336561743344,3304
INVH,1Month,1Min,0.1,1.0,30,0.16045113799715494,-0.08117062396466035,1.7311239629699808,2.435250429352208,0.15915413982711032,0.03847681447582619,-0.04657882177998893,0.4980754426481909,3247
INVH,1Month,1Min,0.1,1.5,10,0.145294546299779,-0.08117062396466035,1.5967219643120862,2.2997888989860935,0.14370389901700206,0.04718822416980021,-0.04407734192708869,0.49661954517516904,3254
INVH,1Month,1Min,0.1,1.5,20,0.11890428319303514,-0.08117062396466035,1.3279856264140897,1.7840861185488317,0.11714109435272525,0.05230685089718941,-0.04490984392702432,0.4968163005412289,3141
INVH,1Month,1Min,0.1,1.5,30,0.11280663231513754,-0.08117062396466035,1.296096081546285,1.7571307894680508,0.11102283389406473,0.05291825578098537,-0.046578821779986616,0.49678164713649114,3029
INVH,1Month,1Min,0.1,2.0,10,0.08791183796123492,-0.08117062396466035,1.0444422466514063,1.4513705701086048,0.08641075242226179,0.04453128086790488,-0.04407734192708615,0.49514563106796117,3141
INVH,1Month,1Min,0.1,2.0,20,0.09819750474559408,-0.08117062396466035,1.1816420241409962,1.6138503535482471,0.09647435498198184,0.051119049586856015,-0.04164718478312496,0.4959486833220797,2962
INVH,1Month,1Min,0.1,2.0,30,0.12034347078783236,-0.08117062396466035,1.4201474125690445,1.8993159458660764,0.11822015205553511,0.0629904828106565,-0.044726350913638684,0.4974530124714562,2846
INVH,1Month,5Min,0.001,1.0,10,0.0822318312300181,-0.07862679955703211,1.0185268855157443,1.3157144679702595,0.08075311748479422,0.0613110886712176,-0.051232426538740834,0.5161048689138577,667
INVH,1Month,5Min,0.001,1.0,20,0.07563502008706902,-0.07862679955703211,0.9472088272111845,1.1754106992596964,0.07427861815399046,0.05623974177652608,-0.05667114567925645,0.5073891625615764,609
INVH,1Month,5Min,0.001,1.0,30,0.09010750464356554,-0.07862679955703211,1.1312455236216368,1.3694423042403243,0.0884832830430889,0.06734420024847576,-0.053927228997894365,0.5071174377224199,562
