symbol,lookback,timeframe,m_var,z_thresh,window,total_return,buy_and_hold_return,sharpe,sortino,alpha,beta,max_drawdown,win_rate,total_trades
NEM,1Month,1Min,0.001,1.0,10,0.8670601319258062,-0.13646751550767222,3.690812879580777,5.030068750564905,0.8666705627119506,0.030088747951210023,-0.06617255093923148,0.5066822977725675,4265
NEM,1Month,1Min,0.001,1.0,20,0.7540453127526008,-0.13646751550767222,3.389680793523752,4.552719049035158,0.7537428812429983,0.023358584665546866,-0.06904086549319544,0.5028550148957299,4028
NEM,1Month,1Min,0.001,1.0,30,0.8551037182347061,-0.13646751550767222,3.75066337303794,4.972397645296524,0.8547378212499053,0.028260400874136487,-0.06804901750907523,0.5055245027947485,3846
NEM,1Month,1Min,0.001,1.5,10,0.7390984383723727,-0.13646751550767222,3.4918341908852932,4.5755763685371935,0.7373110448155238,0.13805103768179994,-0.06603933832349164,0.5051740357478833,3720
NEM,1Month,1Min,0.001,1.5,20,0.5653592619808723,-0.13646751550767222,2.936128546630818,3.6042555444920574,0.564104989308658,0.09687494020083916,-0.06832582782159766,0.5028666264333133,3314
NEM,1Month,1Min,0.001,1.5,30,0.5985424412861422,-0.13646751550767222,3.074423339342837,3.7185674898237426,0.5988028057651406,-0.02010949763328678,-0.06653016352907866,0.5039676113360324,3087
NEM,1Month,1Min,0.001,2.0,10,0.7017532582979256,-0.13646751550767222,3.5983026882039737,4.486992969674657,0.7004052448083187,0.10411510119650558,-0.06633227221924191,0.5076824583866837,3124
NEM,1Month,1Min,0.001,2.0,20,0.5499893919603502,-0.13646751550767222,3.100458052618128,3.6161725245489276,0.5484021270886433,0.12259390875354455,-0.0794233953086741,0.5048076923076923,2600
NEM,1Month,1Min,0.001,2.0,30,0.4561042682321921,-0.13646751550767222,2.7448036491426064,2.977672659349217,0.45449118671250444,0.1245878820615256,-0.06107502714856772,0.5096069868995633,2290
NEM,1Month,1Min,0.01,1.0,10,0.47719565535306385,-0.13646751550767222,2.0811099918209677,2.4660181207228384,0.4752183811256956,0.15271665147484179,-0.09123398546477886,0.504524886877828,4862
NEM,1Month,1Min,0.01,1.0,20,0.45611995359396507,-0.13646751550767222,2.023812290020725,2.3528932125427238,0.454190653948443,0.14901128911587236,-0.09123398546477904,0.5037385174108097,4681
NEM,1Month,1Min,0.01,1.0,30,0.4619875353021554,-0.13646751550767222,2.0555285451510863,2.3396608036944695,0.45997496645798214,0.1554426646999897,-0.09339167237924914,0.5047735346358793,4504
NEM,1Month,1Min,0.01,1.5,10,0.4619877628361688,-0.13646751550767222,2.0840105241958344,2.3599336669393374,0.4585220097547323,0.2676807284036012,-0.09646129664443834,0.50661853188929,4570
