symbol,lookback,timeframe,m_var,z_thresh,window,total_return,buy_and_hold_return,sharpe,sortino,alpha,beta,max_drawdown,win_rate,total_trades
CCI,1Month,1Min,0.001,1.0,10,0.20953941898656847,-0.06435261707988982,2.3378335962288035,3.070047360197532,0.20519940060680564,0.12712125024593215,-0.03033970054855928,0.5025300442757749,3162
CCI,1Month,1Min,0.001,1.0,20,0.2067373586547514,-0.06435261707988982,2.3201577644147715,2.935982504246483,0.2020663962834413,0.13681476079948976,-0.033090589672744176,0.5012564918746859,2984
CCI,1Month,1Min,0.001,1.0,30,0.20029085619345244,-0.06435261707988982,2.284504694582667,2.8106382320480012,0.19589261791685178,0.12882653935478075,-0.032338608272313676,0.5019352568613652,2842
CCI,1Month,1Min,0.001,1.5,10,0.2110763720838309,-0.06435261707988982,2.4414848694305005,2.979173314610831,0.20658715127255564,0.13149146206854387,-0.02926454287315064,0.5051489518205222,2719
CCI,1Month,1Min,0.001,1.5,20,0.21277659901700652,-0.06435261707988982,2.4948866303428874,2.9440251890691025,0.20879775059527333,0.11654240642580316,-0.028696499665010082,0.5011286681715575,2436
CCI,1Month,1Min,0.001,1.5,30,0.20835522767895953,-0.06435261707988982,2.492653778305269,2.7521514855406046,0.20420896570738037,0.12144603076614352,-0.02869649966501021,0.5040834845735027,2204
CCI,1Month,1Min,0.001,2.0,10,0.1862953406363046,-0.06435261707988982,2.331093938354391,2.586641096643667,0.18190128556456037,0.1287040112489404,-0.02762430939226444,0.5050391937290034,2232
CCI,1Month,1Min,0.001,2.0,20,0.18440711464358572,-0.06435261707988982,2.4046126202631797,2.3628574970612117,0.18024506983328453,0.12190831779242199,-0.02869649966500998,0.5080287929125138,1806
CCI,1Month,1Min,0.001,2.0,30,0.2009738920956452,-0.06435261707988982,2.6111983061354707,2.456705638570711,0.19662880236083385,0.1272697927030822,-0.03260333292896408,0.5079365079365079,1575
CCI,1Month,1Min,0.01,1.0,10,0.15064369062466443,-0.06435261707988982,1.6430108904281457,2.281378003793313,0.14643878126451912,0.12316384131573745,-0.03926933938831064,0.49576031656302993,3538
CCI,1Month,1Min,0.01,1.0,20,0.1264467999539043,-0.06435261707988982,1.4152348595692443,1.924963471471565,0.1223311767437685,0.12054860653429457,-0.04034673780352684,0.49411764705882355,3400
CCI,1Month,1Min,0.01,1.0,30,0.137992502455746,-0.06435261707988982,1.5447023294027251,2.0603839102663875,0.13385363434888395,0.12122946087064017,-0.03979450884576911,0.49773276904474,3308
CCI,1Month,1Min,0.01,1.5,10,0.13979515841562473,-0.06435261707988982,1.5971580158253929,2.1483119884050925,0.13650892488487976,0.0962553792344157,-0.04335720120452268,0.49707251163488964,3330
CCI,1Month,1Min,0.01,1.5,20,0.1469991101438537,-0.06435261707988982,1.6848942534886693,2.208421576534561,0.14298045001033008,0.11770851083698027,-0.04449098571233197,0.49728954081632654,3136
CCI,1Month,1Min,0.01,1.5,30,0.17295767396933903,-0.06435261707988982,1.9748400976013007,2.4673466961137973,0.1687839814453068,0.12224948499551537,-0.03889905604905242,0.5011105416025969,2926
CCI,1Month,1Min,0.01,2.0,10,0.1476672516286075,-0.06435261707988982,1.7541275690471276,2.2432020748237838,0.14342190252992643,0.12434834093589012,-0.04130704655781239,0.50139641859701,3043
CCI,1Month,1Min,0.01,2.0,20,0.15972329329040336,-0.06435261707988982,1.909630503677815,2.315572571884691,0.15582770201262935,0.11410376416535793,-0.037622534062881734,0.4999091074350118,2750
CCI,1Month,1Min,0.01,2.0,30,0.19926100066991403,-0.06435261707988982,2.3450402179329384,2.7631389090903085,0.19571257581371634,0.10393509074222917,-0.034830927105580986,0.5035252643948296,2553
CCI,1Month,1Min,0.1,1.0,10,0.12555623928292148,-0.06435261707988982,1.3619340152041175,1.8152116636459348,0.12158445926093886,0.1163353695575448,-0.0577835548358943,0.5002006688963211,3737
CCI,1Month,1Min,0.1,1.0,20,0.10972422122109471,-0.06435261707988982,1.2050028355334772,1.574916728960781,0.1059225427500485,0.11135301235725294,-0.06198518487027527,0.4997275204359673,3670
CCI,1Month,1Min,0.1,1.0,30,0.1283610627274714,-0.06435261707988982,1.3878473860761373,1.806666841729611,0.1244965868457941,0.11319237907257722,-0.05530770242297937,0.5005563282336578,3595
CCI,1Month,1Min,0.1,1.5,10,0.14080721558782439,-0.06435261707988982,1.5392027362902567,2.0351407529082377,0.1366090146454972,0.122967348493451,-0.05641747519076156,0.5003448751551938,3624
CCI,1Month,1Min,0.1,1.5,20,0.12378084359144914,-0.06435261707988982,1.3758842219315897,1.7845057658854133,0.11973999546382394,0.11835840798114737,-0.059496372191921554,0.49878484631879916,3497
CCI,1Month,1Min,0.1,1.5,30,0.13123058102587515,-0.06435261707988982,1.4573516724977813,1.859603401138225,0.12741771440359917,0.11168071875105548,-0.054314467833081956,0.5004409171075838,3402
CCI,1Month,1Min,0.1,2.0,10,0.13101813146691366,-0.06435261707988982,1.472844512828945,1.908703312146524,0.12627182444693325,0.1390216422226131,-0.05490814183440017,0.49985689753863766,3494
