symbol,lookback,timeframe,m_var,z_thresh,window,total_return,buy_and_hold_return,sharpe,sortino,alpha,beta,max_drawdown,win_rate,total_trades
CHRW,1Month,1Min,0.001,1.0,10,0.5712274646069275,-0.0413483146067416,3.4799458480381573,4.719087193233518,0.5728014937662589,-0.039450143119270725,-0.05748841945695839,0.517217865666553,2933
CHRW,1Month,1Min,0.001,1.0,20,0.49010941758755355,-0.0413483146067416,3.1418808025199025,4.143158922276373,0.4916214900721839,-0.037897313129013864,-0.06239558130298805,0.5156278229448961,2767
CHRW,1Month,1Min,0.001,1.0,30,0.5222326291975001,-0.0413483146067416,3.353362734955937,4.304597118918226,0.5232621829873401,-0.02580387035233058,-0.05663766161273119,0.5173597863410911,2621
CHRW,1Month,1Min,0.001,1.5,10,0.5928451159405908,-0.0413483146067416,3.790242845415547,5.234772405278088,0.5930416757541549,-0.004926409863904477,-0.05698106708824906,0.517860628537966,2561
CHRW,1Month,1Min,0.001,1.5,20,0.5358789913710471,-0.0413483146067416,3.5534896277915604,4.568219669937354,0.5370552280338149,-0.029480206521734182,-0.05810813524517527,0.5153746210480727,2309
CHRW,1Month,1Min,0.001,1.5,30,0.4830454558176567,-0.0413483146067416,3.3255451667295843,4.174372133676393,0.4831773311830905,-0.00330521325442292,-0.06849142873470056,0.5164628410159925,2126
CHRW,1Month,1Min,0.001,2.0,10,0.4970294789769343,-0.0413483146067416,3.5171964711178396,4.508514302360661,0.4976784753501975,-0.016265899305192538,-0.055853864698254006,0.5165687426556992,2127
CHRW,1Month,1Min,0.001,2.0,20,0.31185535591577174,-0.0413483146067416,2.4593588953156362,2.8462732999440647,0.31123109710943236,0.015645897731661834,-0.05926100581032319,0.5089361702127659,1762
CHRW,1Month,1Min,0.001,2.0,30,0.38434292474605525,-0.0413483146067416,2.9573025705433817,3.3008216445717844,0.3831634725101074,0.029560798943680574,-0.06111996720543234,0.5129533678756477,1544
CHRW,1Month,1Min,0.01,1.0,10,0.45822058578829883,-0.0413483146067416,2.784641996826454,3.936606472941497,0.45309959156193114,0.12834829262564665,-0.06528759933451402,0.508443908323281,3316
CHRW,1Month,1Min,0.01,1.0,20,0.4371168692431955,-0.0413483146067416,2.7220925864933374,3.8342352689174826,0.43139611415762164,0.14338019441269467,-0.06601318334431255,0.5076293849299984,3178
CHRW,1Month,1Min,0.01,1.0,30,0.4246361170184336,-0.0413483146067416,2.6913924155301614,3.722626366981351,0.4184106067363627,0.1560309541676555,-0.06805381380603538,0.5067768595041322,3025
CHRW,1Month,1Min,0.01,1.5,10,0.3691582592357685,-0.0413483146067416,2.4421392608752255,3.5079209274730636,0.36413833402366397,0.12581518384937715,-0.06646911747170012,0.5067556568451896,3071
CHRW,1Month,1Min,0.01,1.5,20,0.36652594744607647,-0.0413483146067416,2.4504202375759494,3.4685882482098966,0.361482140633019,0.12641373221166585,-0.06646911747169802,0.5054139015019211,2863
CHRW,1Month,1Min,0.01,1.5,30,0.35255504734173226,-0.0413483146067416,2.4092959693502176,3.3448553216817696,0.34749678954171354,0.1267759195958419,-0.06439450774652476,0.5021355617455896,2692
CHRW,1Month,1Min,0.01,2.0,10,0.2994459428240337,-0.0413483146067416,2.1120232610934644,2.915936841623805,0.29486475884987084,0.1148189424350962,-0.0658333002589387,0.5033892258294684,2803
CHRW,1Month,1Min,0.01,2.0,20,0.2558708625792028,-0.0413483146067416,1.8916268249826735,2.5008642988900482,0.2508153066549308,0.1267082020543537,-0.06439450774652525,0.49960380348652933,2524
CHRW,1Month,1Min,0.01,2.0,30,0.2690539184661258,-0.0413483146067416,2.0026672451982757,2.60691552231792,0.26287972571365664,0.15474477476283646,-0.0726218567923231,0.5007366870132604,2375
CHRW,1Month,1Min,0.1,1.0,10,0.39634749339664266,-0.0413483146067416,2.426391155158107,3.6321102595473986,0.3893614116456857,0.1750932778368904,-0.077256469749499,0.5070362473347548,3517
CHRW,1Month,1Min,0.1,1.0,20,0.4181374404595417,-0.0413483146067416,2.5548878562672765,3.794558478709113,0.4108731635595542,0.18206572709507438,-0.07725646974949946,0.5070526006464884,3403
CHRW,1Month,1Min,0.1,1.0,30,0.4218486969599329,-0.0413483146067416,2.57499610530532,3.8318461643404103,0.4141438923985986,0.193106741923231,-0.07725646974950352,0.5072269408433915,3355
CHRW,1Month,1Min,0.1,1.5,10,0.35633385061146394,-0.0413483146067416,2.2429423523798304,3.304604429317082,0.34918515959618524,0.17916877968638437,-0.07725646974950015,0.5042166000887706,3379
