entry_z,exit_z,residual_window,measurement_variance,total_return,annual_return,volatility,sharpe,max_drawdown,benchmark_total_return,benchmark_annual_return,benchmark_volatility,beta,daily_var_95,return_minus_spy,annual_return_minus_spy
1.75,0.0,40,0.001,2.3886064672895047,0.07779501699650115,0.09016910731817704,0.8627679624462533,-0.13145503274329007,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.17149315611996116,-0.007136302291943773,-4.969297986650101,-0.061416541106235734
1.25,0.5,40,0.001,2.542722653313004,0.0807417158164816,0.09388295772808916,0.860025267315627,-0.15923942977706418,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.18383084092066004,-0.007429289393424276,-4.815181800626601,-0.05846984228625529
1.5,0.0,20,0.001,2.8240313942512696,0.08582287016282719,0.10015682291738302,0.8568849097142431,-0.11193112791427184,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.20715639721738438,-0.009653755703389805,-4.533873059688336,-0.053388687939909696
1.0,0.5,30,0.001,2.806483329633103,0.08551633726823304,0.10046845873423851,0.8511759645327379,-0.13234559156345527,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.21201179087876765,-0.009693850629428043,-4.551421124306502,-0.05369522083450384
2.0,0.5,30,0.001,1.5080697080793897,0.058069224180888446,0.06845896673444359,0.8482340144884516,-0.10168433627291618,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.11109104119509072,-0.001964207131178252,-5.849834745860216,-0.08114233392184844
1.25,0.25,40,0.01,1.6977182492064617,0.06281431605497478,0.07418451833890749,0.8467307931826338,-0.12173400854427763,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.10999177467068891,-0.003269339626687639,-5.660186204733144,-0.0763972420477621
1.0,0.25,20,0.01,2.29979954940713,0.07603937822433737,0.08981343141557191,0.8466370455494435,-0.16062882169190718,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.15385200436018392,-0.007507607940124361,-5.058104904532476,-0.06317217987839951
2.0,0.0,20,0.001,1.949378878233782,0.06864914107894027,0.08137501814708825,0.843614448783956,-0.1368575278958336,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.14505322193127096,-0.005772626262597617,-5.4085255757058235,-0.07056241702379662
1.25,0.25,10,0.001,3.054971697600254,0.08973845825400661,0.10652608271572032,0.8424083188479405,-0.1636092262065525,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2320985275717993,-0.011203675676261652,-4.302932756339351,-0.04947309984873027
1.0,0.5,40,0.01,1.8837180968667342,0.06717321871735882,0.07987426716739271,0.8409869799066041,-0.1330523277307396,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.12666909815496863,-0.0038245777149444543,-5.474186357072871,-0.07203833938537807
2.0,0.25,20,0.001,1.7641052088369569,0.06440158770373916,0.07672851609976446,0.8393435840724784,-0.13934669212392903,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.1318312195392766,-0.004595754897366488,-5.593799245102648,-0.07480997039899773
1.0,0.5,40,0.001,2.6799460400324238,0.08326586222343857,0.09943419714507436,0.8373966363096772,-0.15187068080828137,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2012661742308838,-0.009245601586706047,-4.677958413907182,-0.05594569587929832
1.5,0.0,10,0.01,2.149566702489859,0.07296585242769216,0.08739726008944369,0.8348757427065538,-0.15952093667288325,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.13746992514141126,-0.007441072231274004,-5.208337751449747,-0.06624570567504473
1.0,0.25,30,0.001,2.96994257703349,0.08832172981097552,0.10628813755740849,0.8309650713681108,-0.16938152866873413,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.22911969293975173,-0.01065591529807433,-4.3879618769061155,-0.05088982829176136
1.5,0.25,10,0.01,2.0193588554125093,0.0701885791386998,0.08491278362215164,0.8265961395286227,-0.16036219600250534,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.13124201784075476,-0.006719811004893149,-5.338545598527096,-0.06902297896403708
2.0,0.5,20,0.001,1.6306720588026962,0.06117362723820974,0.07441586426280514,0.8220508871894646,-0.11523163329227015,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.12542623381641815,-0.003543034525576764,-5.727232395136909,-0.07803793086452715
2.0,0.5,40,0.001,1.4799217039616002,0.05733641075520968,0.06984847338633826,0.8208684882499403,-0.12263290385081915,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.11226640801059926,-0.0010339684466545845,-5.877982749978005,-0.08187514734752721
1.0,0.25,40,0.001,2.8520100593302278,0.08630888666791292,0.10549781730613375,0.8181106384169223,-0.1600834142409585,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2225971258112608,-0.010628975627874465,-4.505894394609378,-0.05290267143482397
1.25,0.5,10,0.001,2.722881294069385,0.08403750133477184,0.10383416476969334,0.8093434518510263,-0.16756217882954616,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.22169361850578073,-0.010905694467886943,-4.6350231598702205,-0.05517405676796505
1.25,0.0,10,0.01,2.19062517313892,0.07381928311323782,0.09185531593408162,0.8036473704604419,-0.185109610926962,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.1555315812154167,-0.008583541633894014,-5.1672792808006855,-0.06539227498949907
1.5,0.5,10,0.01,1.9161852488435307,0.06790691343993749,0.08451114628711823,0.8035261196106664,-0.1578700099292939,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.12785025124640853,-0.006172691835158355,-5.441719205096074,-0.0713046446627994
1.0,0.5,10,0.001,2.861095303310029,0.08646599366268903,0.10774545472940478,0.8025024710308418,-0.1678047557211918,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2359664281009891,-0.011248239243852372,-4.496809150629577,-0.052745564440047854
2.0,0.0,40,0.001,1.7781954093176777,0.06473386799089642,0.08071049022022174,0.8020502392473088,-0.13723382372678772,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.14156740550433083,-0.0045422533497320745,-5.579709044621928,-0.07447769011184047
1.25,0.5,20,0.01,1.7228480028841209,0.06341942132900136,0.07909883439251925,0.8017744106605853,-0.1595609969033358,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.11619779549046738,-0.005346729130512516,-5.635056451055485,-0.07579213677373553
1.0,0.25,10,0.001,2.9205454785310283,0.08748555532672708,0.11161916183059778,0.7837861697931597,-0.16195367199913902,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2487735651960598,-0.011917205833570211,-4.437358975408577,-0.051726002776009805
1.0,0.25,20,0.001,2.767114653984421,0.08482378347604569,0.10838399122485028,0.7826228072748561,-0.14686602938164794,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.23665567357259207,-0.011148802524915338,-4.590789799955184,-0.0543877746266912
1.25,0.5,40,0.01,1.3541690114619813,0.05396413221749641,0.06896992318185194,0.7824299307280654,-0.1256471566956333,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.09784522617494745,-0.0015295320675014872,-6.003735442477624,-0.08524742588524048
1.0,0.5,20,0.001,2.5553835439618506,0.0809784140133607,0.10372580490539822,0.7806968968543172,-0.13509081706290937,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.2209184672928139,-0.010254692963644249,-4.802520909977755,-0.05823314408937619
1.0,0.0,10,0.01,2.2906183509087517,0.0758553514628495,0.09741803586977531,0.7786581897858218,-0.16862183338015668,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.1778497262848043,-0.009298743411676651,-5.067286103030854,-0.06335620663988739
1.25,0.0,20,0.001,2.6405980908479023,0.08255123765556305,0.10631503331822006,0.7764775599371004,-0.12143166967293006,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.22662146660192187,-0.011062486923605752,-4.717306363091703,-0.05666032044717384
2.0,0.25,40,0.001,1.4834795111786794,0.057429465528650914,0.07485687663890822,0.767190245001498,-0.15337805728493226,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.12996257456175364,-0.003073525144193628,-5.8744249427609265,-0.08178209257408597
1.5,0.0,40,0.001,2.156393431477476,0.07310847216364702,0.09673430623720121,0.7557657154678763,-0.12071433075987592,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.19444955204994296,-0.008876863709019219,-5.20151102246213,-0.06610308593908987
1.75,0.0,30,0.001,1.9940796014328064,0.06963638036341702,0.09223924989533189,0.754953888311501,-0.12219872066891857,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.17938032811526364,-0.008076647779519702,-5.363824852506799,-0.06957517773931987
1.25,0.0,20,0.01,1.6782289342136432,0.06234137448556942,0.08294086169227033,0.7516364456987469,-0.14594308828220992,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.1282588520514741,-0.006571662675349243,-5.679675519725962,-0.07687018361716746
1.25,0.0,30,0.01,1.4806931271286645,0.057356598033117656,0.07675335037816643,0.7472846168997145,-0.15864815928343956,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.11657020670016914,-0.0050308493424339245,-5.877211326810941,-0.08185496006961923
1.25,0.0,10,0.001,2.5228030300287605,0.0803677018650033,0.11035738280041749,0.728249436744519,-0.14489573925769017,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.24297160638653909,-0.011917205833570211,-4.835101423910845,-0.05884385623773358
1.25,0.0,40,0.001,2.180956507524043,0.0736192446003241,0.10318888992126192,0.7134415793841674,-0.15446862562010066,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.21545294032148954,-0.010034295419231275,-5.176947946415563,-0.06559231350241279
1.25,0.25,10,0.01,1.7295438836490713,0.06357976855441883,0.08996741468456437,0.706697739146295,-0.18429960496518627,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.15282167390577042,-0.008240344636966173,-5.628360570290534,-0.07563178954831806
1.5,0.5,40,0.01,0.9371171537723182,0.041423828804544094,0.058679746760283556,0.7059305994241466,-0.11714027633899182,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.07420985736182478,-0.0004365416041922643,-6.420787300167287,-0.0977877292981928
1.25,0.5,10,0.01,1.6670978701741488,0.0620698088065168,0.08920704192066004,0.6957949447726464,-0.1823105585500221,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.14814413790491354,-0.007693967448444556,-5.690806583765457,-0.07714174929622009
1.25,0.25,30,0.01,1.2824546990032384,0.0519644757364619,0.07504126242353089,0.6924786984949132,-0.14312583037888604,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.11068830069499411,-0.004207245319168028,-6.075449754936367,-0.08724708236627499
1.5,0.0,30,0.001,1.8967747425074148,0.06746920111240828,0.09823568951515521,0.686809462481551,-0.1427926628178524,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.20075223682473559,-0.009469935600471588,-5.461129711432191,-0.0717423569903286
1.25,0.25,20,0.01,1.4521412632264301,0.05660547131434024,0.08266786262217507,0.6847336984270381,-0.15282176279801252,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.12844389796674713,-0.006411587738240256,-5.905763190713175,-0.08260608678839665
1.25,0.5,30,0.01,1.1432892279263474,0.04790981588699972,0.07002710365508094,0.6841610374602939,-0.15908615867684683,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.09743204288325447,-0.002838678995681076,-6.214615226013258,-0.09130174221573717
1.25,0.0,30,0.001,2.016384286198754,0.07012382853942012,0.10417691618483906,0.6731225218358431,-0.16878694100743963,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.21914593887852155,-0.01039359010353339,-5.3415201677408515,-0.06908772956331677
1.0,0.0,10,0.001,2.3329483350687554,0.0766998319829777,0.1143521521090002,0.6707336116408863,-0.12027667251029828,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.25925884804304666,-0.012402547777951134,-5.0249561188708505,-0.06251172611975919
1.0,0.25,10,0.01,1.7135360083881257,0.06319580928778046,0.09559162128705297,0.6611019714584522,-0.17221327588210533,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.17532704952344394,-0.009258380883496758,-5.64436844555148,-0.07601574881495643
1.5,0.0,40,0.01,1.0094305078260133,0.04376951098479864,0.06622033039656008,0.6609678738037875,-0.13230741612066876,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.09448601332578085,-0.0012980628014674356,-6.348473946113592,-0.09544204711793824
1.5,0.0,20,0.01,1.203478423407634,0.04969291820939037,0.07626290330926525,0.6516001365417875,-0.1809435293170477,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.10602903166880386,-0.005287756634362336,-6.154426030531972,-0.08951863989334652
1.5,0.25,40,0.01,0.9546641025540779,0.042000471908111736,0.06483639968428997,0.6477915509285836,-0.12900889869115517,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.08952249563820161,-0.0006767263117994798,-6.403240351385527,-0.09721108619462515
1.75,0.5,30,0.01,0.6925257686468616,0.03283035648407284,0.052540117045568706,0.6248626445882993,-0.14197479413056924,7.3579044539396055,0.1392115581027369,0.17158998759079136,0.054203914285529106,-0.00021915657058280136,-6.665378685292744,-0.10638120161866405
